frame_id,track_id,center_x,center_y
38,6,656,623
38,7,904,307
38,8,728,623
38,9,706,635
38,10,718,635
39,1,815,556
39,2,736,619
39,3,440,552
39,4,894,384
39,5,580,565
39,6,653,624
39,7,904,308
39,8,727,623
39,9,706,636
39,10,717,635
40,1,815,556
40,2,736,619
40,3,440,552
40,4,895,384
40,5,579,565
40,6,653,624
40,7,904,307
40,8,727,623
40,9,706,636
40,10,717,635
41,1,815,556
41,2,737,617
41,3,438,556
41,4,895,384
41,5,580,565
41,6,649,625
41,7,905,309
41,8,725,623
41,9,705,636
41,10,722,633
42,1,814,557
42,2,737,619
42,3,437,559
42,4,894,384
42,5,579,565
42,6,646,627
42,7,905,310
42,8,726,622
42,9,704,635
42,10,719,632
43,1,815,557
43,2,736,620
43,3,436,563
43,4,895,385
43,5,580,564
43,6,644,628
43,7,905,311
43,8,728,631
43,9,704,636
43,10,728,622
44,1,815,556
44,2,737,619
44,3,436,564
44,4,895,385
44,5,580,565
44,6,642,629
44,7,905,313
44,8,728,630
44,9,704,636
44,10,728,624
45,1,814,557
45,2,737,620
45,3,436,566
45,4,894,385
45,5,580,565
45,6,639,629
45,7,906,313
45,8,729,629
45,9,706,636
45,10,729,625
46,1,814,557
46,2,737,620
46,3,437,566
46,4,894,385
46,5,580,565
46,6,639,629
46,7,906,314
46,8,728,629
46,9,706,636
46,10,729,625
47,1,815,558
47,2,730,624
47,3,437,568
47,4,893,384
47,5,579,565
47,6,636,630
47,7,906,315
47,8,729,629
47,9,706,635
47,10,739,619
48,1,815,557
48,2,732,622
48,3,437,571
48,4,891,383
48,5,577,564
48,6,633,629
48,7,907,316
48,8,729,629
48,9,707,635
48,10,722,638
49,1,815,557
49,2,732,623
49,3,438,574
49,4,891,383
49,5,577,564
49,6,630,630
49,7,907,318
49,8,730,628
49,9,708,637
49,10,723,638
50,1,815,556
50,2,732,626
50,3,440,576
50,4,889,381
50,5,578,565
50,6,627,630
50,7,907,320
50,8,723,639
50,9,708,636
50,10,733,620
51,1,815,556
51,2,733,626
51,3,441,577
51,4,889,379
51,5,576,566
51,6,625,629
51,7,907,321
51,8,724,638
51,9,708,636
51,10,735,621
52,1,815,556
52,2,732,626
52,3,441,577
52,4,889,380
52,5,576,566
52,6,625,630
52,7,907,321
52,8,724,638
52,9,708,636
52,10,735,621
53,1,815,556
53,2,724,638
53,3,443,579
53,4,887,378
53,5,572,567
53,6,623,630
53,7,907,323
53,8,733,622
53,9,708,635
53,10,740,616
54,1,815,557
54,2,723,639
54,3,445,579
54,4,886,377
54,5,573,568
54,6,622,629
54,7,907,325
54,8,736,621
54,9,708,635
54,10,741,616
55,1,815,556
55,2,724,638
55,3,446,578
55,4,885,375
55,5,573,571
55,6,621,630
55,7,907,329
55,8,739,616
55,9,710,635
55,10,736,622
56,1,815,556
56,2,725,636
56,3,447,580
56,4,880,374
56,5,571,574
56,6,619,630
56,7,907,331
56,8,740,616
56,9,710,634
56,10,736,625
57,1,816,556
57,2,724,638
57,3,452,583
57,4,876,372
57,5,573,579
57,6,616,633
57,7,906,332
57,8,738,620
57,9,709,634
57,10,741,615
58,1,816,556
58,2,724,638
58,3,452,583
58,4,876,372
58,5,573,579
58,6,617,633
58,7,906,332
58,8,738,620
58,9,709,634
58,10,741,615
59,1,816,556
59,2,723,638
59,3,456,583
59,4,873,369
59,5,574,584
59,6,616,634
59,7,906,334
59,8,739,618
59,9,709,634
59,10,742,614
60,1,816,556
60,2,723,638
60,3,459,583
60,4,871,366
60,5,575,588
60,6,615,635
60,7,905,335
60,8,739,619
60,9,709,633
60,10,741,614
61,1,817,556
61,2,722,638
61,3,461,581
61,4,867,364
61,5,576,596
61,6,615,635
61,7,905,336
61,8,741,615
61,9,708,634
61,10,741,615
62,1,816,556
62,2,722,638
62,3,465,579
62,4,865,362
62,5,580,601
62,6,616,634
62,7,904,338
62,8,741,614
62,9,708,633
62,10,740,620
63,1,816,557
63,2,722,638
63,3,469,580
63,4,862,361
63,5,583,608
63,6,617,635
63,7,904,339
63,8,742,613
63,9,708,632
63,10,739,621
64,1,816,557
64,2,721,638
64,3,469,580
64,4,862,361
64,5,583,608
64,6,617,635
64,7,904,339
64,8,742,613
64,9,708,633
64,10,738,621
65,1,816,557
65,2,721,640
65,3,475,580
65,4,861,359
65,5,585,614
65,6,618,638
65,7,905,340
65,8,741,614
65,9,708,634
65,10,737,621
66,1,816,557
66,2,721,640
66,3,480,578
66,4,858,356
66,5,587,616
66,6,621,642
66,7,904,341
66,8,741,616
66,9,708,634
66,10,736,620
67,1,817,557
67,2,720,640
67,3,483,577
67,4,857,352
67,5,591,622
67,6,627,644
67,7,904,341
67,8,744,620
67,9,710,634
67,10,737,622
68,1,817,556
68,2,720,639
68,3,485,577
68,4,855,350
68,5,594,625
68,6,632,644
68,7,904,342
68,8,745,620
68,9,711,635
68,10,735,620
69,1,816,556
69,2,719,640
69,3,491,576
69,4,852,347
69,5,598,628
69,6,638,643
69,7,904,342
69,8,742,620
69,9,712,637
69,10,734,621
70,1,816,556
70,2,719,639
70,3,490,576
70,4,853,347
70,5,598,628
70,6,638,643
70,7,904,342
70,8,736,619
70,9,711,637
70,10,732,622
71,1,816,556
71,2,719,640
71,3,494,577
71,4,853,345
71,5,601,633
71,6,646,642
71,7,904,344
71,8,733,625
71,9,711,637
71,10,742,621
72,1,816,555
72,2,719,639
72,3,497,577
72,4,852,344
72,5,606,635
72,6,652,639
72,7,904,343
72,8,741,619
72,9,712,637
72,10,745,608
73,1,816,555
73,2,719,641
73,3,500,577
73,4,853,341
73,5,611,635
73,6,657,637
73,7,903,342
73,8,741,620
73,9,714,638
73,10,744,612
74,1,816,555
74,2,719,641
74,3,503,577
74,4,853,340
74,5,616,635
74,6,665,635
74,7,903,342
74,8,744,619
74,9,714,637
74,10,747,614
75,1,816,556
75,2,719,640
75,3,506,577
75,4,853,337
75,5,625,635
75,6,671,632
75,7,903,342
75,8,743,621
75,9,714,636
75,10,746,614
76,1,816,556
76,2,720,640
76,3,506,577
76,4,853,337
76,5,625,635
76,6,671,632
76,7,903,342
76,8,743,620
76,9,713,636
76,10,746,614
77,1,817,557
77,2,720,640
77,3,509,578
77,4,853,335
77,5,633,632
77,6,676,629
77,7,903,342
77,8,742,621
77,9,713,634
77,10,746,613
78,1,818,557
78,2,721,641
78,3,511,578
78,4,853,331
78,5,640,631
78,6,686,626
78,7,903,343
78,8,742,622
78,9,715,636
78,10,745,609
79,1,818,557
79,2,721,641
79,3,513,578
79,4,854,331
79,5,649,629
79,6,693,620
79,7,903,344
79,8,743,618
79,9,714,636
79,10,743,618
80,1,818,557
80,2,721,640
80,3,515,578
80,4,856,329
80,5,658,627
80,6,703,617
80,7,903,344
80,8,743,617
80,9,714,636
80,10,743,617
81,1,818,556
81,2,720,641
81,3,519,579
81,4,857,327
81,5,668,626
81,6,711,613
81,7,904,345
81,8,741,617
81,9,716,634
81,10,741,617
82,1,817,556
82,2,720,641
82,3,518,579
82,4,857,327
82,5,668,626
82,6,711,613
82,7,904,346
82,8,741,617
82,9,716,634
82,10,742,623
83,1,817,556
83,2,720,639
83,3,521,580
83,4,857,325
83,5,677,624
83,6,721,606
83,7,905,346
83,8,743,626
83,9,716,635
83,10,743,626
84,1,817,556
84,2,722,641
84,3,524,579
84,4,858,322
84,5,684,623
84,6,728,604
84,7,904,346
84,8,742,625
84,9,717,637
84,10,742,625
85,1,817,556
85,2,720,634
85,3,527,580
85,4,861,319
85,5,689,622
85,6,734,599
85,7,905,348
85,8,743,625
85,9,718,638
85,10,743,625
86,1,818,557
86,2,720,639
86,3,530,579
86,4,862,317
86,5,691,621
86,6,740,594
86,7,905,349
86,8,742,625
86,9,720,639
86,10,742,625
87,1,818,556
87,2,719,638
87,3,534,579
87,4,864,315
87,5,693,620
87,6,745,590
87,7,906,350
87,8,742,624
87,9,719,638
87,10,742,624
88,1,818,556
88,2,719,638
88,3,534,579
88,4,864,315
88,5,693,619
88,6,745,590
88,7,906,350
88,8,742,624
88,9,719,638
88,10,742,624
89,1,818,557
89,2,719,640
89,3,534,579
89,4,867,313
89,5,694,618
89,6,754,584
89,7,907,351
89,8,740,628
89,9,742,622
89,10,742,622
90,1,819,558
90,2,719,639
90,3,537,580
90,4,869,310
90,5,694,616
90,6,758,581
90,7,907,351
90,8,740,630
90,9,740,630
90,10,740,630
91,1,818,558
91,2,719,639
91,3,537,583
91,4,871,309
91,5,692,616
91,6,760,578
91,7,908,352
91,8,741,622
91,9,741,622
91,10,741,622
92,1,819,557
92,2,718,639
92,3,540,581
92,4,874,307
92,5,691,616
92,6,763,575
92,7,907,352
92,8,743,618
92,9,742,625
92,10,742,625
93,1,819,557
93,2,720,639
93,3,548,583
93,4,876,306
93,5,691,614
93,6,766,572
93,7,907,351
93,8,739,627
93,9,743,614
93,10,739,627
94,1,819,557
94,2,720,639
94,3,548,583
94,4,875,306
94,5,691,615
94,6,766,572
94,7,907,351
94,8,740,627
94,9,743,613
94,10,740,627
95,1,820,557
95,2,722,640
95,3,554,584
95,4,877,303
95,5,691,613
95,6,769,570
95,7,907,352
95,8,738,629
95,9,743,614
95,10,717,637
96,1,821,557
96,2,716,636
96,3,558,585
96,4,879,301
96,5,690,614
96,6,772,569
96,7,908,355
96,8,737,624
96,9,740,615
96,10,716,636
97,1,822,557
97,2,718,636
97,3,561,588
97,4,881,298
97,5,692,615
97,6,777,567
97,7,907,355
97,8,737,625
97,9,740,615
97,10,714,635
98,1,821,557
98,2,717,636
98,3,567,591
98,4,883,294
98,5,691,615
98,6,779,566
98,7,907,353
98,8,738,623
98,9,742,617
98,10,713,638
99,1,821,557
99,2,717,636
99,3,571,592
99,4,884,291
99,5,693,616
99,6,783,566
99,7,906,351
99,8,738,626
99,9,742,615
99,10,714,639
100,1,821,557
100,2,717,637
100,3,571,593
100,4,884,291
100,5,693,616
100,6,783,566
100,7,906,351
100,8,738,626
100,9,742,615
100,10,713,639
101,1,821,558
101,2,718,636
101,3,574,594
101,4,885,288
101,5,695,616
101,6,786,565
101,7,905,352
101,8,737,628
101,9,742,616
101,10,714,641
102,1,821,558
102,2,720,636
102,3,578,595
102,4,886,286
102,5,696,617
102,6,790,564
102,7,905,351
102,8,737,628
102,9,742,615
102,10,716,639
103,1,821,558
103,2,718,639
103,3,583,599
103,4,886,283
103,5,698,617
103,6,793,565
103,7,905,353
103,8,738,629
103,9,741,616
103,10,738,612
104,1,821,559
104,2,720,635
104,3,586,600
104,4,886,280
104,5,698,617
104,6,797,563
104,7,905,353
104,8,739,627
104,9,738,616
104,10,738,616
105,1,824,560
105,2,720,639
105,3,588,601
105,4,886,277
105,5,696,617
105,6,799,564
105,7,905,354
105,8,740,629
105,9,736,612
105,10,721,636
106,1,824,560
106,2,720,639
106,3,588,601
106,4,886,277
106,5,696,617
106,6,799,564
106,7,905,354
106,8,740,629
106,9,736,612
106,10,721,636
107,1,824,563
107,2,721,638
107,3,590,602
107,4,887,274
107,5,695,618
107,6,800,562
107,7,905,354
107,8,741,626
107,9,737,616
107,10,725,635
108,1,823,565
108,2,720,637
108,3,593,604
108,4,886,272
108,5,694,618
108,6,801,560
108,7,906,355
108,8,740,623
108,9,735,616
108,10,722,634
109,1,821,569
109,2,720,637
109,3,598,607
109,4,885,268
109,5,693,617
109,6,802,559
109,7,906,356
109,8,739,621
109,9,743,623
109,10,726,635
110,1,820,571
110,2,720,636
110,3,601,608
110,4,884,266
110,5,692,617
110,6,803,559
110,7,905,356
110,8,739,620
110,9,742,623
110,10,725,635
111,1,817,573
111,2,724,633
111,3,605,610
111,4,884,262
111,5,692,618
111,6,805,559
111,7,907,359
111,8,740,620
111,9,742,624
111,10,724,633
112,1,817,573
112,2,724,633
112,3,605,610
112,4,884,262
112,5,692,618
112,6,805,559
112,7,907,359
112,8,740,620
112,9,742,624
112,10,724,633
113,1,813,576
113,2,725,633
113,3,607,612
113,4,884,259
113,5,691,618
113,6,806,556
113,7,908,362
113,8,740,620
113,9,742,622
113,10,724,635
114,1,812,576
114,2,725,633
114,3,610,614
114,4,884,256
114,5,692,618
114,6,807,556
114,7,908,363
114,8,741,621
114,9,742,622
114,10,721,636
115,1,808,578
115,2,723,634
115,3,613,615
115,4,883,252
115,5,692,618
115,6,806,556
115,7,909,366
115,8,741,619
115,9,742,623
115,10,729,629
116,1,807,579
116,2,722,631
116,3,615,616
116,4,882,250
116,5,694,619
116,6,807,556
116,7,909,369
116,8,743,623
116,9,742,619
116,10,730,624
117,1,803,581
117,2,720,632
117,3,619,618
117,4,881,247
117,5,695,620
117,6,809,557
117,7,909,370
117,8,742,619
117,9,729,625
117,10,729,625
118,1,803,581
118,2,720,632
118,3,619,618
118,4,881,247
118,5,695,620
118,6,809,556
118,7,909,371
118,8,742,619
118,9,729,625
118,10,729,625
119,1,803,582
119,2,719,633
119,3,621,620
119,4,880,244
119,5,698,620
119,6,809,556
119,7,909,374
119,8,741,620
119,9,728,626
119,10,728,626
120,1,800,585
120,2,717,635
120,3,623,620
120,4,879,242
120,5,702,620
120,6,810,556
120,7,909,378
120,8,743,621
120,9,727,625
120,10,745,623
121,1,799,585
121,2,720,634
121,3,626,623
121,4,878,239
121,5,703,620
121,6,811,557
121,7,908,381
121,8,744,623
121,9,728,621
121,10,745,620
122,1,797,586
122,2,719,635
122,3,627,624
122,4,876,236
122,5,705,622
122,6,812,557
122,7,908,383
122,8,744,622
122,9,728,617
122,10,742,620
123,1,797,585
123,2,720,636
123,3,629,625
123,4,874,232
123,5,705,621
123,6,812,558
123,7,907,384
123,8,744,620
123,9,728,616
123,10,740,620
124,1,796,585
124,2,720,636
124,3,629,625
124,4,874,232
124,5,705,621
124,6,812,558
124,7,907,384
124,8,744,620
124,9,728,616
124,10,740,620
125,1,794,588
125,2,719,636
125,3,631,627
125,4,872,228
125,5,702,622
125,6,813,558
125,7,906,386
125,8,744,619
125,9,729,614
125,10,740,620
126,1,793,588
126,2,720,636
126,3,633,627
126,4,871,223
126,5,703,623
126,6,813,559
126,7,906,390
126,8,744,619
126,9,728,610
126,10,741,617
127,1,793,589
127,2,719,637
127,3,633,629
127,4,870,221
127,5,700,622
127,6,813,559
127,7,905,391
127,8,742,617
127,9,725,605
127,10,742,617
128,1,792,590
128,2,719,637
128,3,634,629
128,4,868,218
128,5,699,622
128,6,813,559
128,7,905,393
128,8,743,619
128,9,725,603
128,10,743,619
129,1,792,590
129,2,717,637
129,3,635,630
129,4,867,213
129,5,699,623
129,6,813,559
129,7,905,394
129,8,745,621
129,9,724,597
129,10,745,621
130,1,792,590
130,2,717,637
130,3,635,630
130,4,867,213
130,5,699,623
130,6,813,559
130,7,905,394
130,8,745,621
130,9,724,597
130,10,745,621
131,1,792,592
131,2,718,637
131,3,636,631
131,4,866,211
131,5,699,623
131,6,813,558
131,7,905,397
131,8,746,620
131,9,723,593
131,10,746,620
132,1,792,592
132,2,718,637
132,3,638,632
132,4,864,208
132,5,699,623
132,6,813,559
132,7,905,398
132,8,747,620
132,9,723,590
132,10,737,620
133,1,792,592
133,2,718,637
133,3,639,633
133,4,863,206
133,5,700,623
133,6,813,559
133,7,905,400
133,8,746,620
133,9,723,588
133,10,738,619
134,1,792,592
134,2,718,637
134,3,641,635
134,4,861,204
134,5,698,622
134,6,814,558
134,7,905,401
134,8,746,621
134,9,721,584
134,10,738,620
135,1,792,592
135,2,717,638
135,3,646,638
135,4,860,202
135,5,698,622
135,6,814,558
135,7,905,402
135,8,747,621
135,9,720,583
135,10,739,620
136,1,792,592
136,2,717,638
136,3,645,638
136,4,860,202
136,5,698,622
136,6,814,558
136,7,905,402
136,8,748,621
136,9,720,583
136,10,739,620
137,1,792,592
137,2,719,637
137,3,647,638
137,4,860,201
137,5,697,622
137,6,814,558
137,7,905,403
137,8,749,621
137,9,720,581
137,10,739,620
138,1,792,593
138,2,718,637
138,3,648,639
138,4,860,200
138,5,697,622
138,6,814,558
138,7,905,404
138,8,747,616
138,9,719,579
138,10,737,619
139,1,792,593
139,2,720,637
139,3,651,641
139,4,859,199
139,5,696,621
139,6,814,558
139,7,903,407
139,8,747,615
139,9,718,575
139,10,738,618
140,1,791,593
140,2,719,637
140,3,652,642
140,4,859,198
140,5,696,620
140,6,814,559
140,7,903,411
140,8,746,614
140,9,717,574
140,10,738,618
141,1,792,593
141,2,719,637
141,3,652,644
141,4,859,197
141,5,696,621
141,6,817,559
141,7,903,413
141,8,752,620
141,9,717,571
141,10,737,618
142,1,792,593
142,2,719,637
142,3,652,644
142,4,859,197
142,5,696,620
142,6,817,560
142,7,903,414
142,8,752,620
142,9,717,571
142,10,737,619
143,1,792,593
143,2,719,637
143,3,654,645
143,4,859,197
143,5,696,619
143,6,817,559
143,7,902,416
143,8,751,619
143,9,717,569
143,10,738,618
144,1,792,593
144,2,720,637
144,3,655,646
144,4,859,197
144,5,696,619
144,6,815,559
144,7,902,419
144,8,753,619
144,9,716,567
144,10,737,619
145,1,791,594
145,2,720,637
145,3,655,647
145,4,859,196
145,5,695,619
145,6,816,559
145,7,902,420
145,8,752,614
145,9,716,566
145,10,738,620
146,1,791,594
146,2,720,638
146,3,656,647
146,4,858,196
146,5,696,619
146,6,816,559
146,7,901,422
146,8,754,616
146,9,716,565
146,10,738,619
147,1,791,594
147,2,719,638
147,3,655,648
147,4,857,195
147,5,695,618
147,6,815,559
147,7,900,425
147,8,755,616
147,9,714,563
147,10,740,618
148,1,791,594
148,2,719,638
148,3,655,647
148,4,857,195
148,5,695,618
148,6,815,559
148,7,900,425
148,8,756,619
148,9,715,563
148,10,740,618
149,1,791,595
149,2,719,638
149,3,655,648
149,4,857,194
149,5,695,618
149,6,816,559
149,7,899,427
149,8,759,619
149,9,714,562
149,10,738,617
150,1,791,595
150,2,718,638
150,3,655,647
150,4,857,192
150,5,695,618
150,6,816,559
150,7,899,429
150,8,761,620
150,9,714,560
150,10,736,617
151,1,791,595
151,2,719,638
151,3,656,647
151,4,857,192
151,5,695,617
151,6,816,560
151,7,898,430
151,8,757,616
151,9,714,559
151,10,739,618
152,1,791,595
152,2,719,639
152,3,655,647
152,4,856,192
152,5,695,617
152,6,816,559
152,7,898,432
152,8,758,615
152,9,714,559
152,10,740,619
153,1,790,595
153,2,719,639
153,3,656,648
153,4,856,191
153,5,697,617
153,6,817,559
153,7,896,435
153,8,763,612
153,9,715,556
153,10,740,619
154,1,790,595
154,2,719,639
154,3,656,648
154,4,856,191
154,5,696,617
154,6,817,559
154,7,896,435
154,8,763,612
154,9,715,556
154,10,740,619
155,1,790,596
155,2,718,638
155,3,656,647
155,4,856,191
155,5,695,617
155,6,818,560
155,7,896,437
155,8,764,612
155,9,717,555
155,10,739,619
156,1,791,596
156,2,719,639
156,3,657,648
156,4,856,191
156,5,696,616
156,6,817,560
156,7,896,440
156,8,739,619
156,9,716,555
156,10,739,619
157,1,791,595
157,2,719,639
157,3,657,648
157,4,856,189
157,5,696,615
157,6,817,560
157,7,895,441
157,8,740,619
157,9,716,553
157,10,740,619
158,1,792,594
158,2,719,638
158,3,657,649
158,4,854,188
158,5,696,615
158,6,818,560
158,7,895,443
158,8,740,618
158,9,717,550
158,10,772,613
159,1,792,593
159,2,719,638
159,3,657,649
159,4,852,186
159,5,696,614
159,6,818,560
159,7,894,445
159,8,740,618
159,9,718,547
159,10,772,613
160,1,792,593
160,2,719,638
160,3,657,649
160,4,852,186
160,5,696,614
160,6,818,560
160,7,894,445
160,8,740,618
160,9,718,547
160,10,772,613
161,1,793,594
161,2,719,637
161,3,657,648
161,4,852,186
161,5,698,614
161,6,818,561
161,7,894,447
161,8,741,618
161,9,718,544
161,10,793,594
162,1,793,594
162,2,718,637
162,3,657,647
162,4,851,185
162,5,699,614
162,6,819,560
162,7,893,448
162,8,740,618
162,9,718,544
162,10,793,594
163,1,791,593
163,2,718,637
163,3,657,648
163,4,851,183
163,5,698,614
163,6,820,559
163,7,893,450
163,8,740,618
163,9,720,543
163,10,781,609
164,1,790,594
164,2,717,636
164,3,657,648
164,4,850,183
164,5,698,613
164,6,820,560
164,7,893,451
164,8,739,618
164,9,721,543
164,10,784,608
165,1,787,595
165,2,718,635
165,3,656,646
165,4,849,183
165,5,698,612
165,6,821,561
165,7,892,453
165,8,740,618
165,9,722,541
165,10,787,607
166,1,787,595
166,2,718,635
166,3,656,646
166,4,849,183
166,5,698,612
166,6,821,561
166,7,892,453
166,8,740,618
166,9,722,541
166,10,787,607
167,1,786,596
167,2,717,635
167,3,657,647
167,4,849,180
167,5,699,611
167,6,821,561
167,7,891,456
167,8,739,618
167,9,725,539
167,10,791,606
168,1,786,597
168,2,716,634
168,3,657,647
168,4,847,179
168,5,698,610
168,6,823,561
168,7,890,460
168,8,739,618
168,9,727,539
168,10,793,605
169,1,786,598
169,2,717,635
169,3,657,647
169,4,847,177
169,5,697,610
169,6,824,562
169,7,889,461
169,8,739,618
169,9,732,538
169,10,794,604
170,1,786,601
170,2,717,635
170,3,657,647
170,4,845,173
170,5,696,609
170,6,825,561
170,7,889,462
170,8,739,618
170,9,736,537
170,10,795,603
171,1,786,600
171,2,718,635
171,3,656,647
171,4,843,171
171,5,696,608
171,6,826,561
171,7,888,465
171,8,739,619
171,9,741,536
171,10,796,600
172,1,787,600
172,2,718,635
172,3,656,647
172,4,843,171
172,5,696,608
172,6,826,561
172,7,888,465
172,8,739,619
172,9,741,536
172,10,796,600
173,1,785,602
173,2,719,635
173,3,655,647
173,4,841,168
173,5,696,608
173,6,828,560
173,7,887,467
173,8,739,618
173,9,745,537
173,10,803,598
174,1,785,602
174,2,719,634
174,3,655,646
174,4,840,167
174,5,696,608
174,6,829,560
174,7,886,468
174,8,739,618
174,9,750,537
174,10,806,596
175,1,785,601
175,2,720,634
175,3,655,647
175,4,838,165
175,5,696,608
